,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_1,Sex_2,Age,SibSp,Parch,Fare,Cabin_1,Cabin_2,Cabin_3,Cabin_4,Cabin_5,Cabin_6,Cabin_7,Cabin_8,Embarked_1,Embarked_2,Embarked_3,Embarked_4
216,1.0,1,0,0,0,1,-0.01737196199924579,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
217,0.0,0,0,1,1,0,0.07307127955280512,0.1,0.0,0.027,0,0,0,0,0,0,0,1,1,0,0,0
218,1.0,0,1,0,0,1,0.01277578518477118,0.0,0.0,0.0762917,0,0,1,0,1,0,0,0,0,1,0,0
219,0.0,0,0,1,1,0,0.0007166863111643934,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
220,1.0,1,0,0,1,0,-0.08369700580408312,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
221,0.0,0,0,1,1,0,-0.01737196199924579,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
222,0.0,1,0,0,1,0,0.12733722448403567,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
223,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
224,1.0,0,1,0,1,0,0.04895308180559155,0.1,0.0,0.09,0,0,1,0,1,0,0,1,1,0,0,0
225,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.009349999999999999,0,0,0,0,0,0,0,1,1,0,0,0
226,1.0,0,0,1,1,0,-0.06560835749367294,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
227,0.0,1,0,0,1,0,-0.05656403333846785,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
228,0.0,0,0,1,1,0,-0.07163790693047634,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
229,0.0,1,0,0,0,1,1.713701020890822e-16,0.3,0.1,0.0254667,0,0,0,0,0,0,0,1,1,0,0,0
230,1.0,0,1,0,0,1,0.03086443349518136,0.1,0.0,0.083475,0,0,0,0,1,1,1,1,1,0,0,0
231,0.0,1,0,0,1,0,-0.005312863125639,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
232,0.0,0,0,1,1,0,0.17557361997846282,0.0,0.0,0.0135,0,0,0,0,0,0,0,1,1,0,0,0
233,1.0,1,0,0,0,1,-0.15002204960892046,0.4,0.2,0.0313875,0,0,0,0,0,0,0,1,1,0,0,0
234,0.0,0,0,1,1,0,-0.03546061030965597,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
235,0.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.007549999999999999,0,0,0,0,0,0,0,1,1,0,0,0
236,0.0,0,0,1,1,0,0.08513037842641191,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
237,1.0,0,0,1,0,1,-0.13193340129851028,0.0,0.2,0.02625,0,0,0,0,0,0,0,1,1,0,0,0
238,0.0,0,0,1,1,0,-0.06560835749367294,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
239,0.0,0,0,1,1,0,0.018805334621574576,0.0,0.0,0.012275000000000001,0,0,0,0,0,0,0,1,1,0,0,0
240,0.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.0144542,0,0,0,0,0,0,0,1,0,1,0,0
241,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.0155,0,0,0,0,0,0,0,1,0,0,1,0
242,0.0,0,0,1,1,0,-0.005312863125639,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
243,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.007125,0,0,0,0,0,0,0,1,1,0,0,0
244,0.0,1,0,0,1,0,0.0007166863111643934,0.0,0.0,0.007225,0,0,0,0,0,0,0,1,0,1,0,0
245,0.0,0,1,0,1,0,0.08513037842641191,0.2,0.0,0.09,0,0,1,0,1,0,1,0,0,0,1,0
246,0.0,1,0,0,0,1,-0.029431060872852577,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
247,1.0,0,0,1,0,1,-0.03546061030965597,0.0,0.2,0.0145,0,0,0,0,0,0,0,1,1,0,0,0
248,1.0,0,1,0,1,0,0.04292353236878815,0.1,0.1,0.0525542,0,0,1,0,1,0,1,1,1,0,0,0
249,0.0,0,0,1,1,0,0.14542587279444585,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
250,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
251,0.0,1,0,0,0,1,-0.005312863125639,0.1,0.1,0.0104625,0,0,0,0,0,1,0,1,1,0,0,0
252,0.0,0,1,0,1,0,0.19366226828887298,0.0,0.0,0.02655,0,0,1,0,1,1,0,0,1,0,0,0
253,0.0,1,0,0,1,0,0.0007166863111643934,0.1,0.0,0.0161,0,0,0,0,0,0,0,1,1,0,0,0
254,0.0,1,0,0,0,1,0.06704173011600173,0.0,0.2,0.020212499999999998,0,0,0,0,0,0,0,1,1,0,0,0
255,1.0,1,0,0,0,1,-0.005312863125639,0.0,0.2,0.015245799999999999,0,0,0,0,0,0,0,1,0,1,0,0
256,1.0,0,1,0,0,1,1.713701020890822e-16,0.0,0.0,0.0792,0,0,0,0,0,0,0,1,0,1,0,0
257,1.0,0,1,0,0,1,0.0007166863111643934,0.0,0.0,0.0865,0,0,1,0,1,1,0,1,1,0,0,0
258,1.0,0,1,0,0,1,0.03086443349518136,0.0,0.0,0.5123292,0,0,0,0,0,0,0,1,0,1,0,0
259,1.0,0,0,1,0,1,0.12130767504723228,0.0,0.1,0.026,0,0,0,0,0,0,0,1,1,0,0,0
260,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
261,1.0,1,0,0,1,0,-0.16208114848252725,0.4,0.2,0.0313875,0,0,0,0,0,0,0,1,1,0,0,0
262,0.0,0,1,0,1,0,0.13336677392083907,0.1,0.1,0.07965000000000001,0,0,1,0,1,1,1,0,1,0,0,0
263,0.0,0,1,0,1,0,0.061012180679198336,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,0,0,0
264,0.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
265,0.0,0,0,1,1,0,0.03689398293198476,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
266,0.0,1,0,0,1,0,-0.08369700580408312,0.4,0.1,0.0396875,0,0,0,0,0,0,0,1,1,0,0,0
267,1.0,1,0,0,1,0,-0.029431060872852577,0.1,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
268,1.0,0,1,0,0,1,0.16954407054165943,0.0,0.1,0.1534625,0,0,1,1,0,0,0,0,1,0,0,0
269,1.0,0,1,0,0,1,0.03086443349518136,0.0,0.0,0.13563329999999998,0,0,1,1,0,0,0,1,1,0,0,0
270,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.031,0,0,0,0,0,0,0,1,1,0,0,0
271,1.0,1,0,0,1,0,-0.029431060872852577,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0
272,1.0,0,0,1,0,1,0.06704173011600173,0.0,0.1,0.0195,0,0,0,0,0,0,0,1,1,0,0,0
273,0.0,0,1,0,1,0,0.04292353236878815,0.0,0.1,0.0297,0,0,1,1,0,0,1,0,0,1,0,0
274,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
275,1.0,0,1,0,0,1,0.19969181772567637,0.1,0.0,0.0779583,0,0,1,1,0,0,1,1,1,0,0,0
276,0.0,1,0,0,0,1,0.0911599278632153,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,1,0,0,0
277,0.0,0,0,1,1,0,1.713701020890822e-16,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0
278,0.0,1,0,0,1,0,-0.13796295073531367,0.4,0.1,0.029125,0,0,0,0,0,0,0,1,0,0,1,0
279,1.0,1,0,0,0,1,0.03086443349518136,0.1,0.1,0.02025,0,0,0,0,0,0,0,1,1,0,0,0
280,0.0,1,0,0,1,0,0.21175091659928316,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
281,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
282,0.0,1,0,0,1,0,-0.08369700580408312,0.0,0.0,0.0095,0,0,0,0,0,0,0,1,1,0,0,0
283,1.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
284,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.026,0,0,1,1,0,1,0,0,1,0,0,0
285,0.0,1,0,0,1,0,0.018805334621574576,0.0,0.0,0.0086625,0,0,0,0,0,0,0,1,0,1,0,0
286,1.0,1,0,0,1,0,0.0007166863111643934,0.0,0.0,0.0095,0,0,0,0,0,0,0,1,1,0,0,0
287,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
288,1.0,0,0,1,1,0,0.07307127955280512,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
289,1.0,1,0,0,0,1,-0.04751970918326276,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
290,1.0,0,1,0,0,1,-0.023401511436049183,0.0,0.0,0.07884999999999999,0,0,0,0,0,0,0,1,1,0,0,0
291,1.0,0,1,0,0,1,-0.06560835749367294,0.1,0.0,0.0910792,0,0,1,1,0,1,0,1,0,1,0,0
292,0.0,0,0,1,1,0,0.03689398293198476,0.0,0.0,0.012875,0,0,1,1,0,1,1,0,0,1,0,0
293,0.0,1,0,0,0,1,-0.03546061030965597,0.0,0.0,0.00885,0,0,0,0,0,0,0,1,1,0,0,0
294,0.0,1,0,0,1,0,-0.03546061030965597,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
295,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.0277208,0,0,0,0,0,0,0,1,0,1,0,0
296,0.0,1,0,0,1,0,-0.03847538502805767,0.0,0.0,0.0072292,0,0,0,0,0,0,0,1,0,1,0,0
297,0.0,0,1,0,0,1,-0.16811069791933064,0.1,0.2,0.15155000000000002,0,0,1,1,0,1,1,1,1,0,0,0
298,1.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.0305,0,0,1,1,1,0,0,0,1,0,0,0
299,1.0,0,1,0,0,1,0.12130767504723228,0.0,0.1,0.2475208,0,0,0,1,0,1,1,1,0,1,0,0
300,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
301,1.0,1,0,0,1,0,1.713701020890822e-16,0.2,0.0,0.02325,0,0,0,0,0,0,0,1,0,0,1,0
302,0.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0
303,1.0,0,0,1,0,1,1.713701020890822e-16,0.0,0.0,0.01235,0,0,0,1,1,0,0,0,0,0,1,0
304,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
305,1.0,0,1,0,1,0,-0.17462261131107829,0.1,0.2,0.15155000000000002,0,0,1,1,0,1,1,1,1,0,0,0
306,1.0,0,1,0,0,1,1.713701020890822e-16,0.0,0.0,0.1108833,0,0,0,0,0,0,0,1,0,1,0,0
307,1.0,0,1,0,0,1,-0.07766745636727973,0.1,0.0,0.10890000000000001,0,0,1,1,1,0,0,1,0,1,0,0
308,0.0,0,0,1,1,0,0.0007166863111643934,0.1,0.0,0.024,0,0,0,0,0,0,0,1,0,1,0,0
309,1.0,0,1,0,0,1,0.0007166863111643934,0.0,0.0,0.0569292,0,0,1,1,1,0,1,0,0,1,0,0
310,1.0,0,1,0,0,1,-0.03546061030965597,0.0,0.0,0.08315829999999999,0,0,1,1,1,0,1,1,0,1,0,0
311,1.0,0,1,0,0,1,-0.07163790693047634,0.2,0.2,0.262375,0,0,1,1,1,1,0,0,0,1,0,0
312,0.0,0,0,1,0,1,-0.023401511436049183,0.1,0.1,0.026,0,0,0,0,0,0,0,1,1,0,0,0
313,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
314,0.0,0,0,1,1,0,0.07910082898960852,0.1,0.1,0.02625,0,0,0,0,0,0,0,1,1,0,0,0
315,1.0,1,0,0,0,1,-0.023401511436049183,0.0,0.0,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
316,1.0,0,0,1,0,1,-0.03546061030965597,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
317,0.0,0,0,1,1,0,0.14542587279444585,0.0,0.0,0.014,0,0,0,0,0,0,0,1,1,0,0,0
318,1.0,0,1,0,0,1,0.006746235747967787,0.0,0.2,0.1648667,0,0,1,1,1,1,0,1,1,0,0,0
319,1.0,0,1,0,0,1,0.061012180679198336,0.1,0.1,0.1345,0,0,1,1,1,1,1,0,0,1,0,0
320,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
321,0.0,1,0,0,1,0,-0.01737196199924579,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
322,1.0,0,0,1,0,1,0.0007166863111643934,0.0,0.0,0.01235,0,0,0,0,0,0,0,1,0,0,1,0
323,1.0,0,0,1,0,1,-0.04751970918326276,0.1,0.1,0.029,0,0,0,0,0,0,0,1,1,0,0,0
324,0.0,1,0,0,1,0,1.713701020890822e-16,0.8,0.2,0.06955,0,0,0,0,0,0,0,1,1,0,0,0
325,1.0,0,1,0,0,1,0.03689398293198476,0.0,0.0,0.13563329999999998,0,0,1,1,1,1,1,1,0,1,0,0
326,0.0,1,0,0,1,0,0.1876327188520696,0.0,0.0,0.0062375,0,0,0,0,0,0,0,1,1,0,0,0
327,1.0,0,0,1,0,1,0.03689398293198476,0.0,0.0,0.013,0,0,1,1,0,1,1,0,1,0,0,0
328,1.0,1,0,0,0,1,0.006746235747967787,0.1,0.1,0.020524999999999998,0,0,0,0,0,0,0,1,1,0,0,0
329,1.0,0,1,0,0,1,-0.08369700580408312,0.0,0.1,0.0579792,0,1,0,0,0,0,0,0,0,1,0,0
330,1.0,1,0,0,0,1,1.713701020890822e-16,0.2,0.0,0.02325,0,0,0,0,0,0,0,1,0,0,1,0
331,0.0,0,1,0,1,0,0.094174702581617,0.0,0.0,0.0285,0,1,0,0,0,0,0,1,1,0,0,0
332,0.0,0,1,0,1,0,0.04895308180559155,0.0,0.1,0.1534625,0,1,0,0,0,0,1,0,1,0,0,0
333,0.0,1,0,0,1,0,-0.08369700580408312,0.2,0.0,0.018,0,0,0,0,0,0,0,1,1,0,0,0
334,1.0,0,1,0,0,1,1.713701020890822e-16,0.1,0.0,0.13365000000000002,0,0,0,0,0,0,0,1,1,0,0,0
335,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
336,0.0,0,1,0,1,0,-0.005312863125639,0.1,0.0,0.06659999999999999,0,0,0,1,1,1,0,1,1,0,0,0
337,1.0,0,1,0,0,1,0.06704173011600173,0.0,0.0,0.1345,0,1,0,0,0,0,1,1,0,1,0,0
338,1.0,1,0,0,1,0,0.0911599278632153,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
339,0.0,0,1,0,1,0,0.0911599278632153,0.0,0.0,0.0355,0,1,0,0,0,1,0,0,1,0,0,0
340,1.0,0,0,1,1,0,-0.16811069791933064,0.1,0.1,0.026,0,0,0,1,1,1,0,0,1,0,0,0
341,1.0,0,1,0,0,1,-0.03546061030965597,0.3,0.2,0.263,0,0,0,0,1,0,0,1,1,0,0,0
342,0.0,0,0,1,1,0,-0.011342412562442394,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
343,0.0,0,0,1,1,0,-0.029431060872852577,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
344,0.0,0,0,1,1,0,0.03689398293198476,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
345,1.0,0,0,1,0,1,-0.03546061030965597,0.0,0.0,0.013,0,0,0,1,0,0,0,0,1,0,0,0
346,1.0,0,0,1,0,1,0.061012180679198336,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
347,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.0161,0,0,0,0,0,0,0,1,1,0,0,0
348,1.0,1,0,0,1,0,-0.16208114848252725,0.1,0.1,0.0159,0,0,0,0,0,0,0,1,1,0,0,0
349,0.0,1,0,0,1,0,0.07307127955280512,0.0,0.0,0.0086625,0,0,0,0,0,0,0,1,1,0,0,0
350,0.0,1,0,0,1,0,-0.041490159746459365,0.0,0.0,0.009224999999999999,0,0,0,0,0,0,0,1,1,0,0,0
351,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.035,0,1,0,0,0,1,0,1,1,0,0,0
352,0.0,1,0,0,1,0,-0.08972655524088652,0.1,0.1,0.0072292,0,0,0,0,0,0,0,1,0,1,0,0
353,0.0,1,0,0,1,0,-0.029431060872852577,0.1,0.0,0.0178,0,0,0,0,0,0,0,1,1,0,0,0
354,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.007225,0,0,0,0,0,0,0,1,0,1,0,0
355,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.0095,0,0,0,0,0,0,0,1,1,0,0,0
356,1.0,0,1,0,0,1,-0.04751970918326276,0.0,0.1,0.055,0,0,0,1,1,1,1,0,1,0,0,0
357,0.0,0,0,1,0,1,0.04895308180559155,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
358,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.0078792,0,0,0,0,0,0,0,1,0,0,1,0
359,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.0078792,0,0,0,0,0,0,0,1,0,0,1,0
360,0.0,1,0,0,1,0,0.061012180679198336,0.1,0.4,0.027899999999999998,0,0,0,0,0,0,0,1,1,0,0,0
361,0.0,0,0,1,1,0,-0.005312863125639,0.1,0.0,0.0277208,0,0,0,0,0,0,0,1,0,1,0,0
362,0.0,1,0,0,0,1,0.0911599278632153,0.0,0.1,0.0144542,0,0,0,0,0,0,0,1,0,1,0,0
363,0.0,1,0,0,1,0,0.03086443349518136,0.0,0.0,0.00705,0,0,0,0,0,0,0,1,1,0,0,0
364,0.0,1,0,0,1,0,1.713701020890822e-16,0.1,0.0,0.0155,0,0,0,0,0,0,0,1,0,0,1,0
365,0.0,1,0,0,1,0,0.0007166863111643934,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
366,1.0,0,1,0,0,1,0.18160316941526622,0.1,0.0,0.07525,0,1,0,0,0,1,1,0,0,1,0,0
367,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.0072292,0,0,0,0,0,0,0,1,0,1,0,0
368,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
369,1.0,0,1,0,0,1,-0.03546061030965597,0.0,0.0,0.0693,0,1,0,0,0,1,1,1,0,1,0,0
370,1.0,0,1,0,1,0,-0.029431060872852577,0.1,0.0,0.0554417,0,1,0,0,1,0,0,0,0,1,0,0
371,0.0,1,0,0,1,0,-0.07163790693047634,0.1,0.0,0.0064958,0,0,0,0,0,0,0,1,1,0,0,0
372,0.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
373,0.0,0,1,0,1,0,-0.04751970918326276,0.0,0.0,0.13563329999999998,0,0,0,0,0,0,0,1,0,1,0,0
374,0.0,1,0,0,0,1,-0.16208114848252725,0.3,0.1,0.021075,0,0,0,0,0,0,0,1,1,0,0,0
375,1.0,0,1,0,0,1,1.713701020890822e-16,0.1,0.0,0.0821708,0,0,0,0,0,0,0,1,0,1,0,0
376,1.0,1,0,0,0,1,-0.04751970918326276,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
377,0.0,0,1,0,1,0,-0.01737196199924579,0.0,0.2,0.2115,0,1,0,0,1,0,0,1,0,1,0,0
378,0.0,1,0,0,1,0,-0.05957880805686955,0.0,0.0,0.0040125000000000004,0,0,0,0,0,0,0,1,0,1,0,0
379,0.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
380,1.0,0,1,0,0,1,0.07307127955280512,0.0,0.0,0.227525,0,0,0,0,0,0,0,1,0,1,0,0
381,1.0,1,0,0,0,1,-0.17414024735613404,0.0,0.2,0.0157417,0,0,0,0,0,0,0,1,0,1,0,0
382,0.0,1,0,0,1,0,0.01277578518477118,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
383,1.0,0,1,0,0,1,0.03086443349518136,0.1,0.0,0.052,0,0,0,0,0,0,0,1,1,0,0,0
384,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
385,0.0,0,0,1,1,0,-0.07163790693047634,0.0,0.0,0.0735,0,0,0,0,0,0,0,1,1,0,0,0
386,0.0,1,0,0,1,0,-0.17414024735613404,0.5,0.2,0.0469,0,0,0,0,0,0,0,1,1,0,0,0
387,1.0,0,0,1,0,1,0.03689398293198476,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
388,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0077291999999999994,0,0,0,0,0,0,0,1,0,0,1,0
389,1.0,0,0,1,0,1,-0.07766745636727973,0.0,0.0,0.012,0,0,0,0,0,0,0,1,0,1,0,0
390,1.0,0,1,0,1,0,0.03689398293198476,0.1,0.2,0.12,0,1,0,0,1,0,1,0,1,0,0,0
391,1.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.007795799999999999,0,0,0,0,0,0,0,1,1,0,0,0
392,0.0,1,0,0,1,0,-0.011342412562442394,0.2,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
393,1.0,0,1,0,0,1,-0.041490159746459365,0.1,0.0,0.113275,0,0,1,0,0,1,1,1,0,1,0,0
394,1.0,1,0,0,0,1,-0.03546061030965597,0.0,0.2,0.0167,0,0,0,0,0,1,0,1,1,0,0,0
395,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.007795799999999999,0,0,0,0,0,0,0,1,1,0,0,0
396,0.0,1,0,0,0,1,0.006746235747967787,0.0,0.0,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
397,0.0,0,0,1,1,0,0.0971894773000187,0.0,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
398,0.0,0,0,1,1,0,-0.041490159746459365,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
399,1.0,0,0,1,0,1,-0.011342412562442394,0.0,0.0,0.01265,0,0,0,0,0,0,0,1,1,0,0,0
400,1.0,1,0,0,1,0,0.05498263124239494,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
401,0.0,1,0,0,1,0,-0.023401511436049183,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
402,0.0,1,0,0,0,1,-0.053549258620066154,0.1,0.0,0.009824999999999999,0,0,0,0,0,0,0,1,1,0,0,0
403,0.0,1,0,0,1,0,-0.011342412562442394,0.1,0.0,0.01585,0,0,0,0,0,0,0,1,1,0,0,0
404,0.0,1,0,0,0,1,-0.05957880805686955,0.0,0.0,0.0086625,0,0,0,0,0,0,0,1,1,0,0,0
405,0.0,0,0,1,1,0,0.02483488405837797,0.1,0.0,0.021,0,0,0,0,0,0,0,1,1,0,0,0
406,0.0,1,0,0,1,0,0.12733722448403567,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,1,0,0,0
407,1.0,0,0,1,1,0,-0.16208114848252725,0.1,0.1,0.01875,0,0,0,0,0,0,0,1,1,0,0,0
408,0.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
409,0.0,1,0,0,0,1,1.713701020890822e-16,0.3,0.1,0.0254667,0,0,0,0,0,0,0,1,1,0,0,0
410,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
411,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0068582999999999995,0,0,0,0,0,0,0,1,0,0,1,0
412,1.0,0,1,0,0,1,0.018805334621574576,0.1,0.0,0.09,0,0,1,0,1,0,1,0,0,0,1,0
413,0.0,0,0,1,1,0,1.713701020890822e-16,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0
414,1.0,1,0,0,1,0,0.08513037842641191,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
415,0.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
416,1.0,0,0,1,0,1,0.02483488405837797,0.1,0.1,0.0325,0,0,0,0,0,0,0,1,1,0,0,0
417,1.0,0,0,1,0,1,-0.07163790693047634,0.0,0.2,0.013,0,0,0,0,0,0,0,1,1,0,0,0
418,0.0,0,0,1,1,0,0.0007166863111643934,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
419,0.0,1,0,0,0,1,-0.11987430242490349,0.0,0.2,0.024149999999999998,0,0,0,0,0,0,0,1,1,0,0,0
420,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,0,1,0,0
421,0.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.0077333,0,0,0,0,0,0,0,1,0,0,1,0
422,0.0,1,0,0,1,0,-0.005312863125639,0.0,0.0,0.007875,0,0,0,0,0,0,0,1,1,0,0,0
423,0.0,1,0,0,0,1,-0.011342412562442394,0.1,0.1,0.0144,0,0,0,0,0,0,0,1,1,0,0,0
424,0.0,1,0,0,1,0,-0.07163790693047634,0.1,0.1,0.020212499999999998,0,0,0,0,0,0,0,1,1,0,0,0
425,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
426,1.0,0,0,1,0,1,-0.011342412562442394,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
427,1.0,0,0,1,0,1,-0.06560835749367294,0.0,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
428,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
429,1.0,1,0,0,1,0,0.01277578518477118,0.0,0.0,0.00805,0,1,0,0,1,0,1,1,1,0,0,0
430,1.0,0,1,0,1,0,-0.011342412562442394,0.0,0.0,0.02655,0,0,0,0,1,1,0,1,1,0,0,0
431,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.0161,0,0,0,0,0,0,0,1,1,0,0,0
432,1.0,0,0,1,0,1,0.07307127955280512,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
433,0.0,1,0,0,1,0,-0.07766745636727973,0.0,0.0,0.007125,0,0,0,0,0,0,0,1,1,0,0,0
